State,Crop,Season,Soil_Type,Soil_Quality_Score,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha,Rainfall_mm,Normal_Rainfall_mm,Rainfall_Deviation_Pct,Temperature_C,Fertiliser_Kg_Ha,Irrigation,Insurance_Claim
Madhya Pradesh,Pulses,Rabi,Sandy,1,30.79,182.12,5.914,827.8,1084.7,-23.69,24.3,336.4,1,1
Haryana,Maize,Kharif,Alluvial,5,6.43,6.65,1.035,917.4,763.4,20.17,29.1,103.0,0,1
Maharashtra,Wheat,Zaid,Red,3,8.58,35.8,4.17,968.4,675.3,43.42,27.2,296.9,1,0
Punjab,Pulses,Zaid,Laterite,2,32.22,151.25,4.695,544.7,999.5,-45.51,21.9,269.4,1,1
Andhra Pradesh,Groundnut,Rabi,Red,3,40.76,227.84,5.589,648.5,846.9,-23.43,33.9,146.7,1,1
Karnataka,Bajra,Kharif,Black,4,17.8,96.46,5.419,522.5,729.6,-28.38,36.5,129.6,0,1
Rajasthan,Rice,Zaid,Laterite,2,29.97,156.13,5.21,615.2,923.3,-33.37,25.7,137.7,0,1
Madhya Pradesh,Maize,Zaid,Laterite,2,8.95,51.26,5.729,602.6,744.2,-19.04,22.6,305.7,0,0
Uttar Pradesh,Sugarcane,Rabi,Black,4,15.91,58.67,3.687,672.6,953.3,-29.45,35.6,161.8,1,1
Karnataka,Maize,Kharif,Laterite,2,1.5,1.56,1.035,737.1,922.9,-20.13,12.8,147.3,1,1
Punjab,Rice,Zaid,Alluvial,5,38.53,40.66,1.055,828.7,816.1,1.54,20.6,57.9,1,0
Rajasthan,Groundnut,Rabi,Red,3,20.35,75.77,3.723,588.6,597.0,-1.4,31.9,367.9,0,0
Punjab,Groundnut,Rabi,Red,3,40.9,129.91,3.176,765.1,711.5,7.52,34.3,313.4,0,0
Andhra Pradesh,Pulses,Rabi,Black,4,35.56,115.81,3.256,573.3,1077.8,-46.81,24.1,215.5,1,1
Andhra Pradesh,Jowar,Rabi,Alluvial,5,41.52,124.65,3.002,361.2,1111.8,-67.51,39.7,380.0,0,1
Tamil Nadu,Sugarcane,Zaid,Laterite,2,14.64,81.82,5.589,935.2,1239.0,-24.52,11.3,152.7,1,1
Madhya Pradesh,Pulses,Kharif,Red,3,9.66,27.02,2.796,634.3,910.1,-30.3,32.6,286.1,1,1
Karnataka,Sugarcane,Rabi,Red,3,48.61,256.71,5.281,366.7,686.5,-46.58,26.5,156.8,1,1
West Bengal,Sugarcane,Rabi,Red,3,36.01,198.56,5.514,940.1,1050.9,-10.54,23.1,160.1,1,0
West Bengal,Rice,Zaid,Red,3,41.79,146.14,3.498,737.3,810.4,-9.02,31.3,345.6,0,0
Karnataka,Pulses,Rabi,Sandy,1,1.15,3.72,3.235,913.2,747.7,22.14,23.7,325.5,1,0
Uttar Pradesh,Sugarcane,Rabi,Black,4,18.05,86.71,4.805,904.6,900.2,0.49,19.5,152.9,0,0
Madhya Pradesh,Soybean,Kharif,Laterite,2,37.27,169.2,4.54,526.4,1134.5,-53.6,26.7,78.5,0,1
Punjab,Rice,Rabi,Laterite,2,4.36,11.52,2.643,1032.6,834.2,23.79,25.7,175.2,1,0
Uttar Pradesh,Groundnut,Zaid,Black,4,28.58,43.24,1.513,341.8,852.6,-59.91,21.3,316.0,0,1
Haryana,Rice,Kharif,Alluvial,5,21.74,50.53,2.324,700.7,620.2,12.99,22.6,85.2,1,0
Karnataka,Wheat,Zaid,Black,4,1.37,2.27,1.655,684.2,866.2,-21.01,23.5,285.2,1,1
Punjab,Wheat,Kharif,Red,3,12.18,30.13,2.474,605.8,949.8,-36.21,16.2,361.4,0,1
West Bengal,Sugarcane,Kharif,Red,3,14.6,33.71,2.309,1106.5,836.9,32.22,15.9,112.7,0,0
Maharashtra,Pulses,Rabi,Black,4,6.04,25.29,4.189,875.3,848.0,3.22,31.6,351.8,0,0
Tamil Nadu,Groundnut,Rabi,Black,4,31.76,183.34,5.772,448.0,883.8,-49.31,17.5,68.0,0,1
West Bengal,Rice,Rabi,Laterite,2,12.5,55.35,4.429,484.1,692.6,-30.1,25.9,283.4,0,1
Madhya Pradesh,Pulses,Zaid,Laterite,2,14.24,80.23,5.633,1338.6,508.3,163.32,14.8,326.9,1,0
Andhra Pradesh,Rice,Rabi,Sandy,1,44.96,221.25,4.921,680.8,834.5,-18.42,35.0,205.7,0,0
Maharashtra,Rice,Rabi,Sandy,1,23.62,109.59,4.639,601.0,816.2,-26.36,24.4,121.3,0,1
Tamil Nadu,Soybean,Kharif,Red,3,19.91,61.13,3.07,1089.1,935.5,16.42,32.7,373.7,0,0
Tamil Nadu,Wheat,Rabi,Sandy,1,36.33,95.33,2.624,355.7,1209.6,-70.59,38.7,57.0,1,1
Haryana,Rice,Rabi,Sandy,1,45.53,238.16,5.231,1146.8,1044.4,9.8,18.3,244.3,1,0
Haryana,Soybean,Rabi,Alluvial,5,1.74,9.61,5.527,600.5,541.5,10.91,21.9,180.5,1,0
Rajasthan,Wheat,Rabi,Black,4,22.69,73.95,3.259,928.7,1228.1,-24.38,31.2,211.4,1,1
West Bengal,Soybean,Kharif,Laterite,2,30.73,32.13,1.045,680.3,949.6,-28.36,22.2,237.8,0,1
West Bengal,Pulses,Rabi,Sandy,1,16.27,80.74,4.963,406.4,810.3,-49.84,27.7,237.2,0,1
West Bengal,Jowar,Kharif,Laterite,2,38.73,93.94,2.425,844.6,1071.5,-21.17,26.6,121.3,0,1
Rajasthan,Wheat,Zaid,Sandy,1,48.59,50.99,1.049,1036.9,467.0,122.03,11.9,287.9,1,1
Uttar Pradesh,Bajra,Rabi,Sandy,1,47.2,237.18,5.025,212.9,768.3,-72.29,31.7,56.7,1,1
Tamil Nadu,Jowar,Rabi,Red,3,13.67,49.02,3.587,511.1,879.6,-41.9,25.2,57.4,0,1
Maharashtra,Pulses,Rabi,Alluvial,5,11.7,51.8,4.426,1109.5,860.1,28.99,18.8,217.5,1,0
Madhya Pradesh,Rice,Kharif,Black,4,47.9,266.94,5.573,899.4,1077.1,-16.5,35.3,239.7,1,0
Tamil Nadu,Groundnut,Rabi,Black,4,23.2,85.98,3.706,916.0,1027.1,-10.81,21.8,146.2,1,0
Haryana,Pulses,Rabi,Red,3,10.81,38.01,3.516,1032.7,952.3,8.44,21.5,243.1,0,0
Punjab,Soybean,Zaid,Red,3,35.5,87.08,2.453,917.0,808.5,13.42,15.2,230.6,0,0
Andhra Pradesh,Soybean,Kharif,Black,4,14.58,36.83,2.526,836.9,994.2,-15.83,29.6,172.2,0,0
Rajasthan,Soybean,Kharif,Black,4,13.73,68.41,4.983,1079.0,760.3,41.92,26.3,278.1,1,0
Karnataka,Soybean,Zaid,Alluvial,5,44.02,142.86,3.245,702.5,965.8,-27.27,15.6,385.3,1,1
Punjab,Pulses,Kharif,Sandy,1,8.54,15.53,1.818,795.9,740.7,7.45,27.5,221.8,1,1
Madhya Pradesh,Groundnut,Rabi,Alluvial,5,3.69,5.43,1.473,1006.5,894.1,12.56,31.0,325.1,0,1
West Bengal,Maize,Rabi,Black,4,13.82,46.51,3.365,608.8,631.6,-3.62,28.8,136.7,1,0
Haryana,Soybean,Zaid,Sandy,1,30.54,101.55,3.325,1156.2,1005.3,15.01,33.9,316.7,1,0
Haryana,Maize,Kharif,Black,4,6.59,28.13,4.267,872.8,783.3,11.43,22.4,277.1,0,0
Haryana,Groundnut,Kharif,Alluvial,5,23.84,80.0,3.355,512.8,644.6,-20.46,36.6,273.9,0,1
West Bengal,Groundnut,Kharif,Alluvial,5,31.55,54.19,1.717,751.6,705.5,6.54,26.0,362.6,1,0
Karnataka,Jowar,Zaid,Alluvial,5,42.51,150.45,3.539,453.6,804.0,-43.59,30.8,131.7,1,1
Rajasthan,Wheat,Rabi,Sandy,1,11.88,65.74,5.534,821.5,713.2,15.19,33.7,179.0,1,0
Punjab,Bajra,Zaid,Laterite,2,40.96,73.61,1.797,705.3,958.0,-26.38,41.9,79.1,1,1
West Bengal,Sugarcane,Rabi,Laterite,2,12.13,53.95,4.449,583.8,808.3,-27.77,19.5,304.1,1,1
Madhya Pradesh,Bajra,Zaid,Black,4,34.0,134.96,3.969,355.0,990.2,-64.15,21.6,345.4,1,1
Rajasthan,Pulses,Rabi,Sandy,1,21.82,103.48,4.743,602.1,807.6,-25.45,27.1,192.0,0,1
Madhya Pradesh,Sugarcane,Kharif,Red,3,6.18,10.83,1.753,754.9,957.6,-21.17,23.8,174.9,1,1
Rajasthan,Groundnut,Kharif,Laterite,2,35.86,204.67,5.708,707.0,851.3,-16.96,21.2,280.5,1,0
Karnataka,Bajra,Kharif,Sandy,1,11.28,46.3,4.105,445.0,811.1,-45.14,16.9,76.5,0,1
Andhra Pradesh,Cotton,Zaid,Sandy,1,9.24,48.39,5.235,805.4,693.9,16.06,26.8,152.8,0,0
Madhya Pradesh,Wheat,Zaid,Laterite,2,18.24,40.72,2.233,553.6,860.2,-35.64,30.8,178.2,1,1
West Bengal,Bajra,Zaid,Sandy,1,32.84,154.24,4.697,1030.5,960.3,7.31,28.1,231.5,1,0
Rajasthan,Wheat,Kharif,Sandy,1,12.08,59.27,4.905,1067.3,746.9,42.9,16.2,216.8,0,0
Haryana,Maize,Rabi,Laterite,2,9.59,28.65,2.987,735.7,848.1,-13.25,16.4,123.0,1,0
Tamil Nadu,Pulses,Kharif,Alluvial,5,0.99,2.9,2.92,1194.0,767.3,55.62,26.4,239.3,1,0
Haryana,Wheat,Kharif,Black,4,23.85,102.28,4.289,764.8,1140.4,-32.94,24.6,374.1,1,1
Uttar Pradesh,Maize,Rabi,Red,3,21.72,31.86,1.467,474.9,896.8,-47.05,24.1,59.5,1,1
Andhra Pradesh,Soybean,Rabi,Black,4,12.08,56.5,4.678,1096.3,863.5,26.96,24.3,288.1,1,0
Andhra Pradesh,Maize,Rabi,Alluvial,5,3.16,3.83,1.214,1203.5,777.1,54.87,23.0,268.6,0,1
Haryana,Pulses,Rabi,Alluvial,5,21.75,42.47,1.953,1048.7,982.6,6.72,26.9,373.5,0,1
Punjab,Jowar,Kharif,Sandy,1,39.52,170.74,4.321,609.0,849.9,-28.34,32.6,275.9,0,1
Karnataka,Soybean,Zaid,Black,4,35.91,53.56,1.492,491.2,840.3,-41.55,20.4,268.7,0,1
Madhya Pradesh,Groundnut,Kharif,Alluvial,5,43.11,252.59,5.859,712.4,839.0,-15.09,28.7,319.4,0,0
West Bengal,Rice,Rabi,Black,4,0.97,5.2,5.342,1419.1,684.1,107.44,26.5,143.7,0,0
Andhra Pradesh,Maize,Zaid,Alluvial,5,48.34,199.71,4.132,505.8,1074.4,-52.92,15.3,258.5,1,1
Haryana,Maize,Zaid,Red,3,17.4,88.66,5.095,1005.2,987.9,1.75,22.1,231.8,1,0
Haryana,Wheat,Kharif,Alluvial,5,49.52,269.31,5.438,776.9,851.3,-8.75,26.1,203.5,1,0
Karnataka,Groundnut,Kharif,Black,4,13.0,29.88,2.297,1036.0,834.5,24.15,39.0,77.8,0,0
Karnataka,Bajra,Kharif,Sandy,1,23.84,125.1,5.247,485.0,717.8,-32.43,21.6,152.4,0,1
Maharashtra,Cotton,Zaid,Black,4,18.02,35.57,1.974,737.6,628.6,17.34,22.3,148.0,0,1
Maharashtra,Sugarcane,Zaid,Laterite,2,18.11,55.54,3.067,575.5,717.9,-19.83,28.5,303.5,0,0
Punjab,Maize,Zaid,Black,4,42.19,159.97,3.791,589.7,1021.5,-42.27,25.3,372.2,0,1
Punjab,Bajra,Rabi,Red,3,37.45,171.12,4.569,984.2,792.0,24.26,18.4,130.8,0,0
Uttar Pradesh,Cotton,Rabi,Red,3,49.61,57.09,1.151,520.2,1012.4,-48.61,15.6,76.1,1,1
Punjab,Sugarcane,Kharif,Red,3,30.87,75.71,2.453,872.5,845.5,3.19,14.8,400.0,0,0
Rajasthan,Rice,Zaid,Alluvial,5,23.43,94.72,4.043,813.9,719.7,13.09,31.1,291.9,0,0
Karnataka,Wheat,Kharif,Red,3,4.96,13.82,2.787,561.5,739.9,-24.1,19.8,360.3,0,1
West Bengal,Bajra,Zaid,Black,4,49.83,242.93,4.875,615.6,887.0,-30.6,40.2,100.4,1,1
Rajasthan,Wheat,Kharif,Sandy,1,27.8,118.38,4.258,883.5,607.1,45.53,22.8,330.3,0,0
Madhya Pradesh,Sugarcane,Rabi,Red,3,35.17,76.4,2.172,793.7,734.9,8.0,30.6,334.7,0,0
Haryana,Jowar,Zaid,Black,4,20.63,35.69,1.73,809.6,782.0,3.53,19.0,103.0,0,1
Punjab,Maize,Rabi,Alluvial,5,27.61,114.46,4.145,741.8,973.1,-23.76,27.1,106.5,1,1
Haryana,Soybean,Zaid,Alluvial,5,47.16,153.37,3.252,725.7,892.4,-18.69,34.5,153.4,1,0
Andhra Pradesh,Cotton,Kharif,Sandy,1,8.74,16.12,1.845,794.6,878.1,-9.51,23.9,125.9,0,1
Uttar Pradesh,Groundnut,Zaid,Sandy,1,14.97,39.41,2.632,1159.8,919.5,26.13,19.5,391.4,1,0
Andhra Pradesh,Pulses,Rabi,Black,4,8.03,20.19,2.515,932.3,1005.1,-7.25,23.8,177.0,1,0
Uttar Pradesh,Maize,Zaid,Sandy,1,39.71,61.19,1.541,767.3,857.6,-10.53,24.7,316.5,0,1
Maharashtra,Soybean,Kharif,Sandy,1,3.57,13.34,3.735,529.5,694.9,-23.79,20.1,331.8,0,1
Haryana,Pulses,Zaid,Alluvial,5,4.54,21.88,4.818,695.2,878.2,-20.83,35.9,185.1,1,1
Uttar Pradesh,Bajra,Rabi,Black,4,15.28,59.23,3.877,569.9,723.9,-21.27,26.1,288.9,1,1
Tamil Nadu,Pulses,Kharif,Sandy,1,25.95,133.17,5.131,600.9,539.6,11.34,33.7,87.7,1,0
Rajasthan,Rice,Rabi,Black,4,20.61,33.76,1.638,332.4,878.3,-62.16,32.4,188.9,0,1
Uttar Pradesh,Maize,Zaid,Red,3,2.72,8.64,3.178,797.2,927.5,-14.05,36.2,388.6,1,0
Uttar Pradesh,Wheat,Rabi,Alluvial,5,47.9,193.84,4.047,1316.9,902.0,46.0,18.4,109.0,0,0
Rajasthan,Jowar,Zaid,Alluvial,5,47.67,208.78,4.38,849.0,925.8,-8.29,29.9,185.0,0,0
Haryana,Groundnut,Kharif,Alluvial,5,14.33,64.17,4.479,981.9,1017.2,-3.48,23.0,326.7,1,0
Haryana,Wheat,Rabi,Laterite,2,36.71,170.51,4.645,1039.9,704.6,47.59,25.1,282.9,1,0
Rajasthan,Soybean,Rabi,Black,4,29.14,124.05,4.257,728.3,791.8,-8.02,19.5,271.0,1,0
Andhra Pradesh,Maize,Zaid,Red,3,12.26,18.03,1.471,745.1,656.9,13.41,40.0,348.6,0,1
Tamil Nadu,Jowar,Rabi,Sandy,1,13.48,60.33,4.477,450.8,917.4,-50.86,21.6,60.2,1,1
West Bengal,Pulses,Rabi,Red,3,24.81,114.73,4.624,849.2,1034.3,-17.9,29.9,319.9,0,0
Madhya Pradesh,Maize,Kharif,Black,4,21.25,126.82,5.967,814.0,768.3,5.94,18.3,358.9,1,0
Tamil Nadu,Pulses,Zaid,Alluvial,5,14.92,66.63,4.467,586.0,958.3,-38.86,24.5,55.7,0,1
Haryana,Bajra,Zaid,Laterite,2,40.47,179.46,4.434,1087.1,734.6,47.99,32.4,245.6,1,0
West Bengal,Rice,Kharif,Black,4,24.33,86.97,3.574,605.8,946.8,-36.01,28.1,172.0,0,1
Maharashtra,Sugarcane,Kharif,Black,4,32.91,175.75,5.34,1511.8,514.9,193.61,20.4,67.8,1,0
Punjab,Maize,Zaid,Sandy,1,9.87,59.06,5.984,900.9,1078.4,-16.46,21.7,196.2,1,0
Uttar Pradesh,Soybean,Kharif,Red,3,26.91,131.72,4.895,794.5,686.5,15.74,27.0,275.4,0,0
Rajasthan,Pulses,Kharif,Red,3,16.24,65.97,4.063,1284.7,875.3,46.77,25.9,371.7,1,0
Rajasthan,Wheat,Kharif,Sandy,1,26.56,37.04,1.395,229.2,1060.7,-78.39,18.1,267.2,0,1
Uttar Pradesh,Bajra,Zaid,Laterite,2,39.15,181.41,4.634,728.4,674.8,7.95,23.7,349.9,1,0
Punjab,Soybean,Kharif,Alluvial,5,38.56,175.18,4.543,691.6,1113.9,-37.91,25.1,92.6,1,1
Madhya Pradesh,Groundnut,Rabi,Alluvial,5,18.03,87.97,4.878,754.7,1165.5,-35.24,29.4,123.7,1,1
Punjab,Sugarcane,Rabi,Laterite,2,34.87,56.58,1.623,856.5,953.3,-10.16,32.1,389.6,0,1
West Bengal,Bajra,Zaid,Sandy,1,47.09,201.03,4.269,747.4,852.5,-12.34,30.0,360.6,0,0
Punjab,Rice,Kharif,Black,4,31.47,78.0,2.479,1150.3,822.3,39.89,28.0,132.3,0,0
West Bengal,Sugarcane,Rabi,Red,3,7.85,37.67,4.801,908.8,936.1,-2.92,28.2,267.3,0,0
Punjab,Pulses,Zaid,Black,4,34.15,75.18,2.202,921.0,961.9,-4.26,28.9,176.9,0,0
Madhya Pradesh,Soybean,Rabi,Red,3,5.69,25.16,4.42,915.6,548.0,67.07,31.7,214.0,0,0
Madhya Pradesh,Groundnut,Kharif,Black,4,43.67,108.08,2.475,477.9,807.3,-40.8,36.2,351.3,1,1
Haryana,Cotton,Zaid,Sandy,1,26.07,27.25,1.045,850.5,762.3,11.57,20.2,307.5,1,1
Uttar Pradesh,Rice,Rabi,Sandy,1,19.56,81.52,4.167,859.1,740.6,16.01,23.3,133.5,1,0
Madhya Pradesh,Jowar,Zaid,Laterite,2,3.32,5.2,1.566,518.9,743.5,-30.21,32.1,160.6,1,1
West Bengal,Pulses,Rabi,Black,4,19.35,83.13,4.296,1021.5,655.9,55.74,20.0,151.4,0,0
Madhya Pradesh,Cotton,Rabi,Black,4,45.21,254.44,5.628,290.6,1082.5,-73.15,18.2,323.2,1,1
Haryana,Maize,Kharif,Laterite,2,1.54,9.0,5.846,1429.9,761.9,87.68,22.2,221.5,1,0
Rajasthan,Groundnut,Kharif,Laterite,2,24.0,52.3,2.18,790.6,828.3,-4.55,26.4,382.8,0,0
West Bengal,Wheat,Rabi,Sandy,1,46.59,235.12,5.046,586.1,803.1,-27.02,23.1,335.8,1,1
Haryana,Jowar,Zaid,Sandy,1,20.04,55.48,2.768,954.4,767.7,24.33,28.2,123.9,1,0
Andhra Pradesh,Soybean,Zaid,Black,4,21.69,119.37,5.502,956.5,912.5,4.82,24.3,325.1,1,0
Andhra Pradesh,Groundnut,Kharif,Sandy,1,29.14,143.87,4.937,1311.5,803.2,63.29,23.9,227.1,1,0
Maharashtra,Sugarcane,Rabi,Sandy,1,23.42,32.07,1.37,1245.5,940.8,32.39,16.0,138.8,1,1
Punjab,Bajra,Kharif,Black,4,8.85,26.85,3.036,467.5,1085.5,-56.93,29.6,177.2,1,1
Uttar Pradesh,Sugarcane,Rabi,Laterite,2,1.42,3.81,2.687,732.5,685.0,6.94,29.7,390.2,1,0
Karnataka,Sugarcane,Rabi,Black,4,30.69,151.15,4.926,572.6,898.4,-36.27,24.9,219.4,1,1
Tamil Nadu,Maize,Kharif,Alluvial,5,46.08,140.61,3.051,985.5,894.0,10.24,26.9,301.9,0,0
Haryana,Rice,Zaid,Black,4,5.77,25.5,4.423,1153.8,673.7,71.26,26.9,217.0,1,0
Rajasthan,Wheat,Kharif,Alluvial,5,10.94,43.9,4.012,470.9,946.9,-50.28,32.3,180.0,0,1
Tamil Nadu,Jowar,Rabi,Black,4,18.83,110.66,5.878,784.2,810.7,-3.26,27.3,328.7,1,0
Rajasthan,Rice,Kharif,Alluvial,5,40.53,230.59,5.689,642.0,1086.9,-40.93,18.0,346.9,1,1
Tamil Nadu,Groundnut,Zaid,Alluvial,5,13.83,43.4,3.138,1011.1,999.9,1.13,37.4,75.2,1,0
Haryana,Sugarcane,Zaid,Black,4,44.16,203.93,4.618,902.4,849.9,6.17,33.7,147.6,1,0
Karnataka,Maize,Rabi,Sandy,1,3.22,16.58,5.147,1094.0,817.5,33.81,26.3,227.8,0,0
Tamil Nadu,Groundnut,Kharif,Red,3,47.08,258.66,5.494,694.7,1109.9,-37.41,26.9,160.8,0,1
Haryana,Bajra,Zaid,Sandy,1,28.26,37.88,1.341,770.8,763.1,1.01,27.7,324.3,1,1
Madhya Pradesh,Wheat,Kharif,Alluvial,5,33.11,83.12,2.51,898.5,889.7,1.0,21.4,90.2,1,0
Karnataka,Jowar,Zaid,Black,4,18.7,48.64,2.601,732.2,840.2,-12.85,32.7,329.2,1,0
West Bengal,Bajra,Rabi,Black,4,39.21,124.38,3.172,874.8,1029.2,-15.01,32.1,266.3,1,0
Rajasthan,Maize,Rabi,Black,4,8.75,16.15,1.846,1117.5,1040.8,7.38,25.5,151.3,1,0
Andhra Pradesh,Wheat,Kharif,Black,4,2.92,10.17,3.481,1333.4,931.4,43.17,30.0,170.6,1,0
Punjab,Groundnut,Rabi,Red,3,20.08,86.66,4.316,677.9,770.8,-12.05,32.3,114.0,1,0
Andhra Pradesh,Sugarcane,Zaid,Laterite,2,42.76,149.09,3.487,1336.9,826.5,61.75,27.4,138.4,0,0
Karnataka,Sugarcane,Rabi,Alluvial,5,37.87,163.93,4.329,674.4,665.5,1.35,19.8,301.0,1,0
West Bengal,Pulses,Zaid,Red,3,26.1,34.77,1.332,1017.2,887.3,14.64,30.1,181.6,0,1
Rajasthan,Sugarcane,Zaid,Sandy,1,28.82,155.05,5.38,676.4,729.0,-7.22,26.3,290.6,0,0
West Bengal,Cotton,Rabi,Laterite,2,6.93,39.47,5.695,542.6,1185.8,-54.24,19.4,229.9,1,1
Tamil Nadu,Sugarcane,Zaid,Laterite,2,42.11,172.23,4.09,1105.7,767.9,44.0,32.2,100.9,1,0
Rajasthan,Cotton,Zaid,Black,4,39.45,213.33,5.407,787.7,1003.9,-21.53,27.4,224.7,1,1
Tamil Nadu,Soybean,Kharif,Red,3,33.0,54.68,1.657,1121.0,1079.3,3.87,24.6,314.8,0,1
Haryana,Cotton,Kharif,Sandy,1,23.58,117.58,4.987,988.0,974.3,1.4,38.4,154.2,1,0
Karnataka,Wheat,Kharif,Black,4,48.24,76.98,1.596,902.8,774.0,16.64,22.7,276.8,1,0
Haryana,Bajra,Rabi,Black,4,44.01,133.8,3.04,937.8,763.3,22.86,20.3,119.7,1,0
Maharashtra,Wheat,Kharif,Alluvial,5,32.4,84.86,2.619,1072.2,1291.6,-16.99,26.9,97.5,0,0
West Bengal,Bajra,Zaid,Laterite,2,18.9,74.25,3.928,1031.6,1146.1,-9.99,25.1,176.1,1,0
Tamil Nadu,Pulses,Rabi,Sandy,1,31.09,77.97,2.508,698.9,895.5,-21.96,22.6,186.2,1,1
Madhya Pradesh,Soybean,Rabi,Laterite,2,28.98,121.34,4.187,905.7,799.2,13.32,34.5,316.4,1,0
Haryana,Bajra,Rabi,Red,3,20.01,56.78,2.837,1175.2,719.5,63.33,19.3,211.0,0,0
Maharashtra,Bajra,Rabi,Alluvial,5,15.68,83.17,5.304,811.3,757.0,7.17,27.9,78.4,0,0
Uttar Pradesh,Maize,Zaid,Black,4,20.65,86.09,4.169,676.5,956.5,-29.28,26.5,271.9,0,1
Andhra Pradesh,Rice,Zaid,Alluvial,5,28.91,60.03,2.076,644.7,1196.9,-46.14,25.9,214.2,1,1
Rajasthan,Rice,Kharif,Black,4,21.69,58.15,2.681,1012.3,832.2,21.64,32.9,166.1,1,0
Maharashtra,Maize,Rabi,Alluvial,5,13.55,70.95,5.237,739.9,1029.8,-28.15,38.3,330.8,1,1
Karnataka,Sugarcane,Kharif,Black,4,38.17,111.92,2.932,890.6,984.8,-9.57,26.0,104.0,1,0
Haryana,Maize,Zaid,Laterite,2,26.81,98.63,3.679,728.0,806.1,-9.69,31.3,369.6,0,0
Karnataka,Bajra,Rabi,Laterite,2,3.85,16.34,4.245,1093.5,999.9,9.36,26.2,166.9,0,0
Andhra Pradesh,Bajra,Zaid,Laterite,2,18.73,51.31,2.739,837.6,1004.5,-16.62,26.5,211.3,0,0
Madhya Pradesh,Maize,Kharif,Laterite,2,44.3,109.42,2.47,1157.0,987.5,17.17,28.7,375.2,0,0
West Bengal,Maize,Zaid,Alluvial,5,37.88,127.91,3.376,1147.9,788.1,45.65,27.0,316.4,1,0
West Bengal,Sugarcane,Rabi,Black,4,16.5,34.23,2.074,778.0,957.6,-18.76,20.5,76.0,0,0
Karnataka,Wheat,Rabi,Laterite,2,46.94,113.64,2.421,1133.3,1028.4,10.21,34.0,252.4,1,0
Tamil Nadu,Soybean,Kharif,Alluvial,5,4.29,5.62,1.31,715.6,993.4,-27.97,28.7,158.6,0,1
Madhya Pradesh,Groundnut,Rabi,Black,4,48.08,121.16,2.52,866.5,1011.7,-14.35,25.7,228.0,1,0
West Bengal,Bajra,Zaid,Alluvial,5,12.66,32.97,2.604,605.1,819.5,-26.17,22.2,310.0,1,1
Madhya Pradesh,Soybean,Zaid,Laterite,2,0.95,5.52,5.809,948.4,1010.9,-6.18,27.8,223.7,0,0
Maharashtra,Maize,Zaid,Red,3,21.97,86.77,3.949,875.3,1043.5,-16.12,24.5,74.9,1,0
Madhya Pradesh,Sugarcane,Zaid,Alluvial,5,18.27,90.19,4.937,928.5,781.5,18.82,27.1,235.5,0,0
Punjab,Cotton,Kharif,Laterite,2,27.18,33.35,1.227,460.0,642.4,-28.4,24.9,58.4,1,1
Andhra Pradesh,Sugarcane,Zaid,Sandy,1,39.94,61.22,1.533,302.7,1095.3,-72.37,21.0,171.9,1,1
West Bengal,Jowar,Kharif,Black,4,42.2,214.07,5.073,516.8,780.6,-33.79,35.7,217.3,1,1
Madhya Pradesh,Jowar,Zaid,Laterite,2,20.36,83.84,4.118,924.8,738.6,25.21,20.3,275.6,1,0
Karnataka,Soybean,Kharif,Sandy,1,21.78,42.57,1.955,968.4,881.8,9.81,21.3,227.2,0,1
Uttar Pradesh,Rice,Zaid,Alluvial,5,7.83,23.69,3.024,1082.3,809.5,33.7,30.1,103.2,0,0
Punjab,Jowar,Zaid,Alluvial,5,2.85,10.54,3.693,698.9,561.1,24.56,27.9,376.3,0,0
Punjab,Jowar,Kharif,Sandy,1,32.24,168.23,5.218,852.2,983.8,-13.38,30.0,277.6,0,0
Tamil Nadu,Wheat,Rabi,Sandy,1,3.69,4.8,1.302,624.7,980.0,-36.25,29.0,160.9,1,1
Madhya Pradesh,Cotton,Rabi,Black,4,36.82,146.69,3.984,1141.8,695.3,64.23,21.5,388.1,1,0
Tamil Nadu,Wheat,Rabi,Alluvial,5,27.18,124.65,4.585,622.7,846.2,-26.41,30.0,358.9,1,1
Tamil Nadu,Cotton,Kharif,Sandy,1,10.33,60.84,5.889,1094.6,697.4,56.96,22.1,100.2,1,0
Uttar Pradesh,Pulses,Rabi,Red,3,27.21,137.01,5.036,737.2,721.2,2.22,32.3,279.4,1,0
Maharashtra,Groundnut,Rabi,Red,3,9.56,22.76,2.381,1193.8,759.7,57.14,20.0,246.0,1,0
Madhya Pradesh,Bajra,Kharif,Sandy,1,22.22,101.04,4.548,845.7,929.3,-8.99,21.2,117.5,0,0
Haryana,Jowar,Rabi,Black,4,40.08,193.03,4.816,840.3,1151.7,-27.04,21.4,131.7,1,1
West Bengal,Bajra,Rabi,Alluvial,5,23.37,108.62,4.649,611.5,788.0,-22.4,27.9,247.3,0,1
Tamil Nadu,Jowar,Rabi,Red,3,7.86,40.09,5.101,1341.8,975.8,37.5,25.7,162.5,1,0
Andhra Pradesh,Wheat,Kharif,Sandy,1,36.33,200.49,5.519,1047.7,969.6,8.05,26.7,342.2,1,0
Rajasthan,Groundnut,Kharif,Sandy,1,9.75,14.54,1.492,928.0,530.5,74.92,25.3,84.2,1,1
